Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
2,0,6,2.2481951783e+02,2.2538753237e+02,2.2470970090e+02,2.2497601033e+02,3.3459371277e-01,-8.9514411803e-01
6,1,4,2.2470970090e+02,2.2497601033e+02,2.2503192912e+02,2.2551104513e+02,-8.9514411803e-01,-1.5435748548e-01
4,1,6,2.2503192912e+02,2.2551104513e+02,2.2470947265e+02,2.2497659571e+02,-1.5435748548e-01,-8.9519988898e-01
6,1,4,2.2470947265e+02,2.2497659571e+02,2.2503173071e+02,2.2551161254e+02,-8.9519988898e-01,-1.5441325643e-01
4,1,6,2.2503173071e+02,2.2551161254e+02,2.2470924443e+02,2.2497718110e+02,-1.5441325643e-01,-8.9525565993e-01
6,0,2,2.2470924443e+02,2.2497718110e+02,2.2481959946e+02,2.2538888732e+02,-8.9525565993e-01,3.3458598087e-01
2,1,0,2.2481959946e+02,2.2538888732e+02,2.2479017927e+02,2.2595921738e+02,3.3458598087e-01,1.0721898865e+00
0,0,4,2.2479017927e+02,2.2595921738e+02,2.2478364414e+02,2.2555012607e+02,1.0721898865e+00,-1.3657185189e-01
4,0,0,2.2478364414e+02,2.2555012607e+02,2.2479032854e+02,2.2595848911e+02,-1.3657185189e-01,1.0722294068e+00
0,1,2,2.2479032854e+02,2.2595848911e+02,2.2481869288e+02,2.2538729622e+02,1.0722294068e+00,3.3456748783e-01
2,2,3,2.2481869288e+02,2.2538729622e+02,2.2486956449e+02,2.2504779675e+02,3.3456748783e-01,6.7163282720e-02
3,0,7,2.2486956449e+02,2.2504779675e+02,2.2484765168e+02,2.2463989259e+02,6.7163282720e-02,-1.1415770381e+00
7,2,6,2.2484765168e+02,2.2463989259e+02,2.2489716397e+02,2.2498725457e+02,-1.1415770381e+00,-8.6174600896e-01
6,0,2,2.2489716397e+02,2.2498725457e+02,2.2499366349e+02,2.2540242692e+02,-8.6174600896e-01,3.6809563184e-01
2,1,0,2.2499366349e+02,2.2540242692e+02,2.2494515183e+02,2.2597145113e+02,3.6809563184e-01,1.1056995375e+00
0,1,2,2.2494515183e+02,2.2597145113e+02,2.2499261462e+02,2.2540152733e+02,1.1056995375e+00,3.6803761850e-01
2,2,3,2.2499261462e+02,2.2540152733e+02,2.2505481871e+02,2.2506392037e+02,3.6803761850e-01,1.0063341339e-01
3,0,7,2.2505481871e+02,2.2506392037e+02,2.2504656823e+02,2.2465551137e+02,1.0063341339e-01,-1.1081069074e+00
7,1,5,2.2504656823e+02,2.2465551137e+02,2.2509579306e+02,2.2522498836e+02,-1.1081069074e+00,-3.7052727921e-01
5,1,7,2.2509579306e+02,2.2522498836e+02,2.2504609973e+02,2.2465619555e+02,-3.7052727921e-01,-1.1082599612e+00
7,1,5,2.2504609973e+02,2.2465619555e+02,2.2509541173e+02,2.2522566500e+02,-1.1082599612e+00,-3.7068033301e-01
5,0,1,2.2509541173e+02,2.2522566500e+02,2.2500039288e+02,2.2564045349e+02,-3.7068033301e-01,8.5910320479e-01
1,2,0,2.2500039288e+02,2.2564045349e+02,2.2495157412e+02,2.2598867908e+02,8.5910320479e-01,1.1391093765e+00
0,0,4,2.2495157412e+02,2.2598867908e+02,2.2497240937e+02,2.2558006643e+02,1.1391093765e+00,-6.9652361880e-02
4,2,5,2.2497240937e+02,2.2558006643e+02,2.2492019282e+02,2.2524064412e+02,-6.9652361880e-02,-3.3703163076e-01
5,2,4,2.2492019282e+02,2.2524064412e+02,2.2497190471e+02,2.2558000916e+02,-3.3703163076e-01,-6.9555669570e-02
4,0,0,2.2497190471e+02,2.2558000916e+02,2.2495122764e+02,2.2598790316e+02,-6.9555669570e-02,1.1392455891e+00
0,2,1,2.2495122764e+02,2.2598790316e+02,2.2499963688e+02,2.2564027851e+02,1.1392455891e+00,8.5939053957e-01
1,0,5,2.2499963688e+02,2.2564027851e+02,2.2509510641e+02,2.2522481225e+02,8.5939053957e-01,-3.7049581973e-01
5,0,1,2.2509510641e+02,2.2522481225e+02,2.2500001103e+02,2.2563958320e+02,-3.7049581973e-01,8.5928771807e-01
1,0,5,2.2500001103e+02,2.2563958320e+02,2.2509543784e+02,2.2522410713e+02,8.5928771807e-01,-3.7059864123e-01
5,1,7,2.2509543784e+02,2.2522410713e+02,2.2504570391e+02,2.2465531787e+02,-3.7059864123e-01,-1.1083313232e+00
7,1,5,2.2504570391e+02,2.2465531787e+02,2.2509505655e+02,2.2522478379e+02,-1.1083313232e+00,-3.7075169503e-01
5,2,4,2.2509505655e+02,2.2522478379e+02,2.2515818028e+02,2.2556221253e+02,-3.7075169503e-01,-1.0327573384e-01
4,0,0,2.2515818028e+02,2.2556221253e+02,2.2515126657e+02,2.2597057175e+02,-1.0327573384e-01,1.1055255249e+00
0,0,4,2.2515126657e+02,2.2597057175e+02,2.2515836987e+02,2.2556148991e+02,1.1055255249e+00,-1.0323621354e-01
4,1,6,2.2515836987e+02,2.2556148991e+02,2.2486364450e+02,2.2501126148e+02,-1.0323621354e-01,-8.4407861704e-01
6,0,2,2.2486364450e+02,2.2501126148e+02,2.2495279433e+02,2.2542807385e+02,-8.4407861704e-01,3.8576302376e-01
2,1,0,2.2495279433e+02,2.2542807385e+02,2.2489423759e+02,2.2599615222e+02,3.8576302376e-01,1.1233669294e+00
0,2,1,2.2489423759e+02,2.2599615222e+02,2.2493712115e+02,2.2564780275e+02,1.1233669294e+00,8.4351187984e-01
1,2,0,2.2493712115e+02,2.2564780275e+02,2.2489373740e+02,2.2599674714e+02,8.4351187984e-01,1.1235180516e+00
0,0,4,2.2489373740e+02,2.2599674714e+02,2.2490819957e+02,2.2558785931e+02,1.1235180516e+00,-8.5243686830e-02
4,1,6,2.2490819957e+02,2.2558785931e+02,2.2462342137e+02,2.2503241738e+02,-8.5243686830e-02,-8.2608609033e-01
6,1,4,2.2462342137e+02,2.2503241738e+02,2.2490796244e+02,2.2558841166e+02,-8.2608609033e-01,-8.5299457780e-02
4,1,6,2.2490796244e+02,2.2558841166e+02,2.2462315327e+02,2.2503298561e+02,-8.5299457780e-02,-8.2614186128e-01
6,1,4,2.2462315327e+02,2.2503298561e+02,2.2490772535e+02,2.2558896402e+02,-8.2614186128e-01,-8.5355228730e-02
4,2,5,2.2490772535e+02,2.2558896402e+02,2.2485018556e+02,2.2525040348e+02,-8.5355228730e-02,-3.5273449761e-01
5,2,4,2.2485018556e+02,2.2525040348e+02,2.2490721985e+02,2.2558891469e+02,-3.5273449761e-01,-8.5258536420e-02
4,2,5,2.2490721985e+02,2.2558891469e+02,2.2484971280e+02,2.2525034858e+02,-8.5258536420e-02,-3.5263780530e-01
5,0,1,2.2484971280e+02,2.2525034858e+02,2.2474722599e+02,2.2566335527e+02,-3.5263780530e-01,8.7714573250e-01
1,2,0,2.2474722599e+02,2.2566335527e+02,2.2469213264e+02,2.2601064342e+02,8.7714573250e-01,1.1571519042e+00
0,1,2,2.2469213264e+02,2.2601064342e+02,2.2476884361e+02,2.2544391485e+02,1.1571519042e+00,4.1948998525e-01
2,0,6,2.2476884361e+02,2.2544391485e+02,2.2469431692e+02,2.2502456306e+02,4.1948998525e-01,-8.1024784555e-01
6,1,4,2.2469431692e+02,2.2502456306e+02,2.2497001670e+02,2.2558499405e+02,-8.1024784555e-01,-6.9461213000e-02
4,2,5,2.2497001670e+02,2.2558499405e+02,2.2491786504e+02,2.2524556176e+02,-6.9461213000e-02,-3.3684048188e-01
5,0,1,2.2491786504e+02,2.2524556176e+02,2.2480886689e+02,2.2565689797e+02,-3.3684048188e-01,8.9294305592e-01
1,0,5,2.2480886689e+02,2.2565689797e+02,2.2491822001e+02,2.2524486819e+02,8.9294305592e-01,-3.3694330338e-01
5,2,4,2.2491822001e+02,2.2524486819e+02,2.2496990191e+02,2.2558423781e+02,-3.3694330338e-01,-6.9467342190e-02
4,0,0,2.2496990191e+02,2.2558423781e+02,2.2494918882e+02,2.2599212998e+02,-6.9467342190e-02,1.1393339165e+00
0,0,4,2.2494918882e+02,2.2599212998e+02,2.2497011582e+02,2.2558352201e+02,1.1393339165e+00,-6.9427821890e-02
4,0,0,2.2497011582e+02,2.2558352201e+02,2.2494938661e+02,2.2599141336e+02,-6.9427821890e-02,1.1393734368e+00
0,0,4,2.2494938661e+02,2.2599141336e+02,2.2497032976e+02,2.2558280622e+02,1.1393734368e+00,-6.9388301590e-02
4,0,0,2.2497032976e+02,2.2558280622e+02,2.2494958443e+02,2.2599069675e+02,-6.9388301590e-02,1.1394129571e+00
0,0,4,2.2494958443e+02,2.2599069675e+02,2.2497054373e+02,2.2558209044e+02,1.1394129571e+00,-6.9348781290e-02
4,2,5,2.2497054373e+02,2.2558209044e+02,2.2491843023e+02,2.2524265229e+02,-6.9348781290e-02,-3.3672805017e-01
5,0,1,2.2491843023e+02,2.2524265229e+02,2.2480938584e+02,2.2565397624e+02,-3.3672805017e-01,8.9305548763e-01
1,2,0,2.2480938584e+02,2.2565397624e+02,2.2474877443e+02,2.2600034396e+02,8.9305548763e-01,1.1730616594e+00
0,1,2,2.2474877443e+02,2.2600034396e+02,2.2483449182e+02,2.2543490751e+02,1.1730616594e+00,4.3539974038e-01
2,1,0,2.2483449182e+02,2.2543490751e+02,2.2474782123e+02,2.2599938084e+02,4.3539974038e-01,1.1730036460e+00
0,1,2,2.2474782123e+02,2.2599938084e+02,2.2483350582e+02,2.2543393942e+02,1.1730036460e+00,4.3534172704e-01
2,0,6,2.2483350582e+02,2.2543393942e+02,2.2476563567e+02,2.2501345899e+02,4.3534172704e-01,-7.9439610376e-01
6,1,4,2.2476563567e+02,2.2501345899e+02,2.2503241738e+02,2.2557818970e+02,-7.9439610376e-01,-5.3609471210e-02
4,1,6,2.2503241738e+02,2.2557818970e+02,2.2476534970e+02,2.2501401844e+02,-5.3609471210e-02,-7.9445187471e-01
6,1,4,2.2476534970e+02,2.2501401844e+02,2.2503216291e+02,2.2557873428e+02,-7.9445187471e-01,-5.3665242160e-02
4,0,0,2.2503216291e+02,2.2557873428e+02,2.2500500712e+02,2.2598624822e+02,-5.3665242160e-02,1.1551360165e+00
0,1,2,2.2500500712e+02,2.2598624822e+02,2.2508057547e+02,2.2541936616e+02,1.1551360165e+00,4.1747409756e-01
2,2,3,2.2508057547e+02,2.2541936616e+02,2.2515938687e+02,2.2508524556e+02,4.1747409756e-01,1.5006989245e-01
3,0,7,2.2515938687e+02,2.2508524556e+02,2.2517132854e+02,2.2467692782e+02,1.5006989245e-01,-1.0586704284e+00
7,1,5,2.2517132854e+02,2.2467692782e+02,2.2519235177e+02,2.2524814157e+02,-1.0586704284e+00,-3.2109080015e-01
5,2,4,2.2519235177e+02,2.2524814157e+02,2.2523864755e+02,2.2558828780e+02,-3.2109080015e-01,-5.3614838960e-02
4,0,0,2.2523864755e+02,2.2558828780e+02,2.2521147122e+02,2.2599580037e+02,-5.3614838960e-02,1.1551864197e+00
0,2,1,2.2521147122e+02,2.2599580037e+02,2.2526541550e+02,2.2564899154e+02,1.1551864197e+00,8.7533137018e-01
1,0,5,2.2526541550e+02,2.2564899154e+02,2.2536749549e+02,2.2523509987e+02,8.7533137018e-01,-3.5455498912e-01
5,1,7,2.2536749549e+02,2.2523509987e+02,2.2532689304e+02,2.2466558593e+02,-3.5455498912e-01,-1.0922876711e+00
7,2,6,2.2532689304e+02,2.2466558593e+02,2.2535923088e+02,2.2501496549e+02,-1.0922876711e+00,-8.1245664200e-01
6,2,7,2.2535923088e+02,2.2501496549e+02,2.2532639878e+02,2.2466514493e+02,-8.1245664200e-01,-1.0923386650e+00
7,1,5,2.2532639878e+02,2.2466514493e+02,2.2536663821e+02,2.2523532728e+02,-1.0923386650e+00,-3.5475903675e-01
5,0,1,2.2536663821e+02,2.2523532728e+02,2.2526502772e+02,2.2564855044e+02,-3.5475903675e-01,8.7502450105e-01
1,1,3,2.2526502772e+02,2.2564855044e+02,2.2557631597e+02,2.2510763895e+02,8.7502450105e-01,1.3439127821e-01
3,1,1,2.2557631597e+02,2.2510763895e+02,2.2526474885e+02,2.2564832641e+02,1.3439127821e-01,8.7511100648e-01
1,0,5,2.2526474885e+02,2.2564832641e+02,2.2536673763e+02,2.2523441225e+02,8.7511100648e-01,-3.5477535282e-01
5,2,4,2.2536673763e+02,2.2523441225e+02,2.2542446265e+02,2.2557280636e+02,-3.5477535282e-01,-8.7299391630e-02
4,2,5,2.2542446265e+02,2.2557280636e+02,2.2536626475e+02,2.2523435832e+02,-8.7299391630e-02,-3.5467866051e-01
5,2,4,2.2536626475e+02,2.2523435832e+02,2.2542395706e+02,2.2557275801e+02,-3.5467866051e-01,-8.7202699320e-02
4,2,5,2.2542395706e+02,2.2557275801e+02,2.2536579188e+02,2.2523430435e+02,-8.7202699320e-02,-3.5458196820e-01
5,1,7,2.2536579188e+02,2.2523430435e+02,2.2532517406e+02,2.2466479150e+02,-3.5458196820e-01,-1.0923146502e+00
7,2,6,2.2532517406e+02,2.2466479150e+02,2.2535752133e+02,2.2501417019e+02,-1.0923146502e+00,-8.1248362108e-01
6,2,7,2.2535752133e+02,2.2501417019e+02,2.2532467979e+02,2.2466435052e+02,-8.1248362108e-01,-1.0923656440e+00
7,2,6,2.2532467979e+02,2.2466435052e+02,2.2535704487e+02,2.2501372755e+02,-1.0923656440e+00,-8.1253461491e-01
6,2,7,2.2535704487e+02,2.2501372755e+02,2.2532418549e+02,2.2466390956e+02,-8.1253461491e-01,-1.0924166379e+00
7,2,6,2.2532418549e+02,2.2466390956e+02,2.2535656839e+02,2.2501328494e+02,-1.0924166379e+00,-8.1258560874e-01
6,0,2,2.2535656839e+02,2.2501328494e+02,2.2543254951e+02,2.2543269776e+02,-8.1258560874e-01,4.1725603206e-01
2,1,0,2.2543254951e+02,2.2543269776e+02,2.2535613427e+02,2.2599865062e+02,4.1725603206e-01,1.1548599377e+00
0,2,1,2.2535613427e+02,2.2599865062e+02,2.2540996532e+02,2.2565182419e+02,1.1548599377e+00,8.7500488814e-01
1,2,0,2.2540996532e+02,2.2565182419e+02,2.2535561559e+02,2.2599922949e+02,8.7500488814e-01,1.1550110599e+00
0,1,2,2.2535561559e+02,2.2599922949e+02,2.2543111310e+02,2.2543233799e+02,1.1550110599e+00,4.1734914089e-01
2,2,3,2.2543111310e+02,2.2543233799e+02,2.2550988275e+02,2.2509820754e+02,4.1734914089e-01,1.4994493578e-01
3,1,1,2.2550988275e+02,2.2509820754e+02,2.2518994398e+02,2.2563398379e+02,1.4994493578e-01,8.9066466405e-01
1,0,5,2.2518994398e+02,2.2563398379e+02,2.2529835805e+02,2.2522170593e+02,8.9066466405e-01,-3.3922169525e-01
5,2,4,2.2529835805e+02,2.2522170593e+02,2.2535081304e+02,2.2556095691e+02,-3.3922169525e-01,-7.1745734060e-02
4,2,5,2.2535081304e+02,2.2556095691e+02,2.2529788607e+02,2.2522164465e+02,-7.1745734060e-02,-3.3912500294e-01
5,0,1,2.2529788607e+02,2.2522164465e+02,2.2518982791e+02,2.2563322880e+02,-3.3912500294e-01,8.9065853486e-01
1,2,0,2.2518982791e+02,2.2563322880e+02,2.2513004690e+02,2.2597974080e+02,8.9065853486e-01,1.1706647066e+00
0,0,4,2.2513004690e+02,2.2597974080e+02,2.2516376355e+02,2.2557198891e+02,1.1706647066e+00,-3.8097031810e-02
4,0,0,2.2516376355e+02,2.2557198891e+02,2.2513026704e+02,2.2597903073e+02,-3.8097031810e-02,1.1707042269e+00
0,2,1,2.2513026704e+02,2.2597903073e+02,2.2518958633e+02,2.2563310071e+02,1.1707042269e+00,8.9084917733e-01
1,0,5,2.2518958633e+02,2.2563310071e+02,2.2529807646e+02,2.2522084286e+02,8.9084917733e-01,-3.3903718197e-01
5,2,4,2.2529807646e+02,2.2522084286e+02,2.2535046886e+02,2.2556010352e+02,-3.3903718197e-01,-7.1561220780e-02
4,2,5,2.2535046886e+02,2.2556010352e+02,2.2529760450e+02,2.2522078150e+02,-7.1561220780e-02,-3.3894048966e-01
5,2,4,2.2529760450e+02,2.2522078150e+02,2.2534996408e+02,2.2556004722e+02,-3.3894048966e-01,-7.1464528470e-02
4,0,0,2.2534996408e+02,2.2556004722e+02,2.2533006567e+02,2.2596797994e+02,-7.1464528470e-02,1.1373367302e+00
0,0,4,2.2533006567e+02,2.2596797994e+02,2.2535017657e+02,2.2555933099e+02,1.1373367302e+00,-7.1425008170e-02
4,0,0,2.2535017657e+02,2.2555933099e+02,2.2533026203e+02,2.2596726293e+02,-7.1425008170e-02,1.1373762505e+00
0,1,2,2.2533026203e+02,2.2596726293e+02,2.2539575130e+02,2.2539912826e+02,1.1373762505e+00,3.9971433155e-01
2,2,3,2.2539575130e+02,2.2539912826e+02,2.2546861668e+02,2.2506366075e+02,3.9971433155e-01,1.3231012644e-01
3,0,7,2.2546861668e+02,2.2506366075e+02,2.2547330522e+02,2.2465519534e+02,1.3231012644e-01,-1.0764301944e+00
7,1,5,2.2547330522e+02,2.2465519534e+02,2.2550446922e+02,2.2522594566e+02,-1.0764301944e+00,-3.3885056616e-01
5,2,4,2.2550446922e+02,2.2522594566e+02,2.2555679830e+02,2.2556521608e+02,-3.3885056616e-01,-7.1374604970e-02
4,2,5,2.2555679830e+02,2.2556521608e+02,2.2550399726e+02,2.2522588421e+02,-7.1374604970e-02,-3.3875387385e-01
5,2,4,2.2550399726e+02,2.2522588421e+02,2.2555629354e+02,2.2556515969e+02,-3.3875387385e-01,-7.1277912660e-02
4,1,6,2.2555629354e+02,2.2556515969e+02,2.2527930003e+02,2.2500579491e+02,-7.1277912660e-02,-8.1212031616e-01
6,0,2,2.2527930003e+02,2.2500579491e+02,2.2535508600e+02,2.2542524303e+02,-8.1212031616e-01,4.1772132464e-01
2,0,6,2.2535508600e+02,2.2542524303e+02,2.2527981773e+02,2.2500602371e+02,4.1772132464e-01,-8.1201650616e-01
6,0,2,2.2527981773e+02,2.2500602371e+02,2.2535556015e+02,2.2542547971e+02,-8.1201650616e-01,4.1782513464e-01
2,0,6,2.2535556015e+02,2.2542547971e+02,2.2528033541e+02,2.2500625257e+02,4.1782513464e-01,-8.1191269616e-01
6,2,7,2.2528033541e+02,2.2500625257e+02,2.2524769359e+02,2.2465641421e+02,-8.1191269616e-01,-1.0917947191e+00
7,2,6,2.2524769359e+02,2.2465641421e+02,2.2527985920e+02,2.2500580967e+02,-1.0917947191e+00,-8.1196368999e-01
6,0,2,2.2527985920e+02,2.2500580967e+02,2.2535557946e+02,2.2542526966e+02,-8.1196368999e-01,4.1787795081e-01
2,0,6,2.2535557946e+02,2.2542526966e+02,2.2528037686e+02,2.2500603855e+02,4.1787795081e-01,-8.1185987999e-01
6,0,2,2.2528037686e+02,2.2500603855e+02,2.2535605358e+02,2.2542550640e+02,-8.1185987999e-01,4.1798176081e-01
2,1,0,2.2535605358e+02,2.2542550640e+02,2.2527922764e+02,2.2599140365e+02,4.1798176081e-01,1.1555856664e+00
0,2,1,2.2527922764e+02,2.2599140365e+02,2.2533331038e+02,2.2564461638e+02,1.1555856664e+00,8.7573061689e-01
1,0,5,2.2533331038e+02,2.2564461638e+02,2.2543555560e+02,2.2523076550e+02,8.7573061689e-01,-3.5415574241e-01
5,0,1,2.2543555560e+02,2.2523076550e+02,2.2533369583e+02,2.2564392728e+02,-3.5415574241e-01,8.7562779539e-01
1,1,3,2.2533369583e+02,2.2564392728e+02,2.2564531036e+02,2.2510320369e+02,8.7562779539e-01,1.3499457255e-01
3,0,7,2.2564531036e+02,2.2510320369e+02,2.2565109539e+02,2.2469475234e+02,1.3499457255e-01,-1.0737457483e+00
7,2,6,2.2565109539e+02,2.2469475234e+02,2.2567694987e+02,2.2504467141e+02,-1.0737457483e+00,-7.9391471913e-01
6,1,4,2.2567694987e+02,2.2504467141e+02,2.2594345970e+02,2.2560953049e+02,-7.9391471913e-01,-5.3128086580e-02
4,1,6,2.2594345970e+02,2.2560953049e+02,2.2567666363e+02,2.2504523073e+02,-5.3128086580e-02,-7.9397049008e-01
6,1,4,2.2567666363e+02,2.2504523073e+02,2.2594320497e+02,2.2561007494e+02,-7.9397049008e-01,-5.3183857530e-02
4,0,0,2.2594320497e+02,2.2561007494e+02,2.2591585301e+02,2.2601757576e+02,-5.3183857530e-02,1.1556174012e+00
0,0,4,2.2591585301e+02,2.2601757576e+02,2.2594343050e+02,2.2560936272e+02,1.1556174012e+00,-5.3144337230e-02
4,0,0,2.2594343050e+02,2.2560936272e+02,2.2591606244e+02,2.2601686246e+02,-5.3144337230e-02,1.1556569215e+00
0,1,2,2.2591606244e+02,2.2601686246e+02,2.2599192607e+02,2.2545001984e+02,1.1556569215e+00,4.1799500249e-01
2,1,0,2.2599192607e+02,2.2545001984e+02,2.2591509263e+02,2.2601591608e+02,4.1799500249e-01,1.1555989081e+00
0,2,1,2.2591509263e+02,2.2601591608e+02,2.2596917997e+02,2.2566912952e+02,1.1555989081e+00,8.7574385857e-01
1,1,3,2.2596917997e+02,2.2566912952e+02,2.2628085725e+02,2.2512844210e+02,8.7574385857e-01,1.3511063573e-01
3,0,7,2.2628085725e+02,2.2512844210e+02,2.2628668968e+02,2.2471999142e+02,1.3511063573e-01,-1.0736296851e+00
7,0,3,2.2628668968e+02,2.2471999142e+02,2.2628091717e+02,2.2512872997e+02,-1.0736296851e+00,1.3519865693e-01
3,1,1,2.2628091717e+02,2.2512872997e+02,2.2596891361e+02,2.2566916570e+02,1.3519865693e-01,8.7591838520e-01
1,2,0,2.2596891361e+02,2.2566916570e+02,2.2591424654e+02,2.2601652121e+02,8.7591838520e-01,1.1559245569e+00
0,1,2,2.2591424654e+02,2.2601652121e+02,2.2599026188e+02,2.2544969891e+02,1.1559245569e+00,4.1826263795e-01
2,1,0,2.2599026188e+02,2.2544969891e+02,2.2591327699e+02,2.2601557456e+02,4.1826263795e-01,1.1558665436e+00
0,1,2,2.2591327699e+02,2.2601557456e+02,2.2598925944e+02,2.2544874786e+02,1.1558665436e+00,4.1820462461e-01
2,0,6,2.2598925944e+02,2.2544874786e+02,2.2591419379e+02,2.2502949221e+02,4.1820462461e-01,-8.1153320619e-01
6,0,2,2.2591419379e+02,2.2502949221e+02,2.2598973348e+02,2.2544898476e+02,-8.1153320619e-01,4.1830843461e-01
2,0,6,2.2598973348e+02,2.2544898476e+02,2.2591471136e+02,2.2502972132e+02,4.1830843461e-01,-8.1142939619e-01
6,1,4,2.2591471136e+02,2.2502972132e+02,2.2619107313e+02,2.2558982616e+02,-8.1142939619e-01,-7.0642763640e-02
4,2,5,2.2619107313e+02,2.2558982616e+02,2.2613852044e+02,2.2525045573e+02,-7.0642763640e-02,-3.3802203252e-01
5,1,7,2.2613852044e+02,2.2525045573e+02,2.2610733886e+02,2.2468034838e+02,-3.3802203252e-01,-1.0757547145e+00
7,1,5,2.2610733886e+02,2.2468034838e+02,2.2613811732e+02,2.2525111962e+02,-1.0757547145e+00,-3.3817508632e-01
5,0,1,2.2613811732e+02,2.2525111962e+02,2.2602966824e+02,2.2566260093e+02,-3.3817508632e-01,8.9160845148e-01
1,0,5,2.2602966824e+02,2.2566260093e+02,2.2613847136e+02,2.2525042558e+02,8.9160845148e-01,-3.3827790782e-01
5,1,7,2.2613847136e+02,2.2525042558e+02,2.2610714389e+02,2.2468032622e+02,-3.3827790782e-01,-1.0760105898e+00
7,2,6,2.2610714389e+02,2.2468032622e+02,2.2613379082e+02,2.2503018584e+02,-1.0760105898e+00,-7.9617956070e-01
6,0,2,2.2613379082e+02,2.2503018584e+02,2.2620288111e+02,2.2545078871e+02,-7.9617956070e-01,4.3366208010e-01
2,2,3,2.2620288111e+02,2.2545078871e+02,2.2628709069e+02,2.2511798763e+02,4.3366208010e-01,1.6625787499e-01
3,2,2,2.2628709069e+02,2.2511798763e+02,2.2620242522e+02,2.2545085985e+02,1.6625787499e-01,4.3365630874e-01
2,1,0,2.2620242522e+02,2.2545085985e+02,2.2611673889e+02,2.2601548342e+02,4.3365630874e-01,1.1712602144e+00
0,1,2,2.2611673889e+02,2.2601548342e+02,2.2620143753e+02,2.2544989348e+02,1.1712602144e+00,4.3359829540e-01
2,1,0,2.2620143753e+02,2.2544989348e+02,2.2611578396e+02,2.2601452202e+02,4.3359829540e-01,1.1712022010e+00
0,2,1,2.2611578396e+02,2.2601452202e+02,2.2617527550e+02,2.2566862158e+02,1.1712022010e+00,8.9134715148e-01
1,0,5,2.2617527550e+02,2.2566862158e+02,2.2628397092e+02,2.2525641781e+02,8.9134715148e-01,-3.3853920782e-01
5,0,1,2.2628397092e+02,2.2525641781e+02,2.2617567167e+02,2.2566793859e+02,-3.3853920782e-01,8.9124432998e-01
1,1,3,2.2617567167e+02,2.2566793859e+02,2.2649569209e+02,2.2513214707e+02,8.9124432998e-01,1.5061110714e-01
3,0,7,2.2649569209e+02,2.2513214707e+02,2.2650785475e+02,2.2472383586e+02,1.5061110714e-01,-1.0581292137e+00
7,2,6,2.2650785475e+02,2.2472383586e+02,2.2652824178e+02,2.2507411601e+02,-1.0581292137e+00,-7.7829818454e-01
6,2,7,2.2652824178e+02,2.2507411601e+02,2.2650737584e+02,2.2472337824e+02,-7.7829818454e-01,-1.0581802075e+00
7,0,3,2.2650737584e+02,2.2472337824e+02,2.2649528946e+02,2.2513197883e+02,-1.0581802075e+00,1.5064813451e-01
3,2,2,2.2649528946e+02,2.2513197883e+02,2.2641583014e+02,2.2546613205e+02,1.5064813451e-01,4.1804656826e-01
2,2,3,2.2641583014e+02,2.2546613205e+02,2.2649483280e+02,2.2513205662e+02,4.1804656826e-01,1.5064236315e-01
3,2,2,2.2649483280e+02,2.2513205662e+02,2.2641537541e+02,2.2546621030e+02,1.5064236315e-01,4.1804079690e-01
